type_id,manufacturer,model,series
_S2P_2,de Havilland Aircraft of Canada Ltd,de Havilland Canada S-2 Tracker,S2P
_S2T_1,Conair Aviation Ltd,Conair Turbo Firecat,S2T
_S2T_2,IMP Group Ltd,Imp S-2 Turbo Tracker,S2T
_S2T_3,Israel Aerospace Industries (IAI),IAI S-2UP Turbo Tracker,S2T
_S2T_4,Marsh Aviation Company,Marsh TS-2F Turbo Tracker,S2T
_S52_1,Vertical Aviation Technologies Inc,Vat Hummingbird,S52
_SQ2T_1,KLS Composites,KLS Composites SQ-2000,SQ2T
_TAA1_1,Scaled Composites,Scaled TAA-1,TAA1
_TB20_1,Shijiazhuang Aircraft Manufacturing Corporation,Shijiazhuang LE-500 Little Eagle,TB20
_TJET_1,JSC TAM-Tbilisi Aircraft Manufacturing,Tam TAM-Jet,TJET
_TNAV_1,Camair Aircraft Corporation,Camair 480 Twin Navion,TNAV
_TNAV_2,Riley Aircraft Corporation,Riley 55 Twin Navion,TNAV
_TU16_1,Xi'an Aircraft Industrial Corporation,Xian H-6,TU16
_UH1_1,Bell Helicopter,Bell UH-1 Iroquois,UH1
_UH1_2,Agusta,Agusta AB-204,UH1
_UH1_3,Dornier Flugzeugwerke,Dornier UH-1,UH1
_UH1_4,Fuji Heavy Industries,Fuji UH-1,UH1
_UH1_5,Global Helicopter Technology Inc,Global Huey 800,UH1
_UH1_6,Panha Iran Helicopter Support and Renewal Company,Panha Shabaviz 2-75,UH1
_UH1_7,UNC Helicopter,Unc Ultra Huey,UH1
_UH1_8,Aerospace Industrial Development Corporation (IADC),AIDC UH-1,UH1
_VO10_1,North American Rockwell Corporation,North American Rockwell 100 Commander 100,VO10
_VO10_2,Volaircraft Inc,Volaircraft Volaire 10,VO10
_WHIL_1,Reflex Fiberglass Works Inc,Reflex WLAC-1 White Lightning,WHIL
_Y18T_1,SCF Technoavia,Technoavia SM-94,Y18T
_YK12_1,PZL (Panstwowe Zaklady Lotnicze Warszawa-Okecie),Yak-12,YK12
_Z22_1,Zlin,Zlín Z-22 Junak,Z22
_Z43_1,Zlin,Zlín Z-43,Z43
AA5,Grumman American Aviation Corporation,Grumman American AA-5 Tiger,AA5
AC11,Rockwell International,Rockwell Commander 112,AC11
ACSR,Victa Ltd,Victa Aircruiser,ACSR
ADVN,Adventure Air,Adventure Air Adventurer,ADVN
AE45,Aero Vodochody,Aero Ae-45,AE45
AIRD,Beagle Aircraft Limited,Beagle A.109 Airedale,AIRD
APM4,Issoire Aviation SA,Issoire APM-40 Simba,APM4
AR15,Aeronca Aircraft,Aeronca 15 Sedan,AR15
B1,Rockwell International,Rockwell B-1 Lancer,B1
B14B,Downer Aircraft Industries Inc,Downer Bellanca 14-13 Cruisair Senior,B14B
B14C,Bellanca Aircraft Corporation,Bellanca 14-19 Cruisemaster,B14C
B60,Société Boisavia,Boisavia B-60 Mercurey,B60
BD4,Bede Aircraft Corporation,Bede BD-4,BD4
BE12,Beriev Aircraft Company,Beriev Be-12 Tchaika,BE12
BE17,Beech Aircraft,Beechcraft Model 17 Staggerwing,BE17
BE19,Beech Aircraft,Beechcraft Musketeer/Sierra,BE19
BE23,Beech Aircraft,Beechcraft Model 23 Musketeer,BE23
BE76,Beech Aircraft,Beechcraft Model 76 Duchess,BE76
BE95,Beech Aircraft,Beechcraft Model 95 Travel Air,BE95
BEAR,R & B Aircraft Company,R & B RB-4 Bearhawk,BEAR
BKUT,Berkut Engineering Inc,Berkut 360,BKUT
BL17,Bellanca Aircraft Corporation,Bellanca 17-30 Viking,BL17
BLCF,The Boeing Company,Boeing 747-400LCF Dreamlifter,BLCF
BSCA,The Boeing Company,Boeing 747SCA Shuttle Carrier,BSCA
C125,Northrop Corporation,Northrop C-125 Raider,C125
C170,Cessna Aircraft Company,Cessna 170,C170
C172,Cessna Aircraft Company,Cessna 172 Skyhawk,C172
C175,Cessna Aircraft Company,Cessna 175 Skylark,C175
C177,Cessna Aircraft Company,Cessna 177 Cardinal,C177
C182,Cessna Aircraft Company,Cessna 182 Skylane,C182
C240,Cessna Aircraft Company,Cessna T240 Corvalis TTx,C240
C72R,Cessna Aircraft Company,Cessna 172RG Cutlass RG,C72R
C77R,Cessna Aircraft Company,Cessna 177RG Cardinal RG,C77R
C82R,Cessna Aircraft Company,Cessna R182 Skylane RG,C82R
C82S,Cessna Aircraft Company,Cessna T182 Turbo Skylane,C82S
C82T,Cessna Aircraft Company,Cessna TR182 Turbo Skylane RG,C82T
C97,The Boeing Company,Boeing C-97 Stratofreighter,C97
CA4,Comp Air Inc,CA-4 Comp Air 4,CA4
CABN,Paramount Aircraft Corporation,Paramount Cabinaire,CABN
CAT1,Creative Flight,Creative Flight Aerocat,CAT1
CAW,Cessna Aircraft Company,Cessna Model A,CAW
CDC6,Cessna Aircraft Company,Cessna DC-6,CDC6
CE25,Opytnyi Konstruktorskoye Byuro Chernov B & M OOO,Chernov Che-25,CE25
CH80,Zénith Aircraft Company,Zenith CH-801 STOL,CH80
CHGO,Korean Air Lines Company Ltd,Korean Air CHK-91 Chang-Gong 91,CHGO
CMAS,Cessna Aircraft Company,Cessna 165 Airmaster,CMAS
COL3,Cessna Aircraft Company,Cessna 350 Corvalis,COL3
COL4,Cessna Aircraft Company,Cessna 400 Corvalis TT,COL4
COZY,Rutan Aircraft Factory Inc,Rutan Cozy,COZY
CP60,Piel Aviation SA,Piel CP-60 Diamant,CP60
D250,Centre Est Aéronautique,Centre Est DR-250 Capitaine,D250
D253,Centre Est Aéronautique,Centre Est DR-253 Regent,D253
D6,Auster Aircraft Ltd,Auster D.6,D6
DA40,Diamond Aircraft,Diamond DA-40 Star,DA40
DA40TDI,Diamond Aircraft,Diamond DA-40 Star TDI,DA40
DA42,Diamond Aircraft,Diamond DA-42 Twin Star,DA42
DAHU,Louis Pena,Pena Dahu,DAHU
DEFI,Rutan Aircraft Factory Inc,Rutan 40 Defiant,DEFI
DG15,Howard Aircraft Corporation,Howard DGA-15,DG15
DR22,Centre Est Aéronautique,Centre Est DR.221 Dauphin,DR22
DR30,Avions Robin,Robin DR.300,DR30
DR40,Avions Robin,Avions Robin DR400,DR40
E50P,Embraer (Empresa Brasileira de Aeronáutica SA),Embraer Phenom 100,E50P
EA40,Eclipse Aviation Corporation,Eclipse 400,EA40
ELPS,Explorer Aviation,Explorer Ellipse,ELPS
EM11,Edward Marganski-Zaklad Remontów i Produkcji Sprzetu Lotniczego,Marganski EM-11 Orka,EM11
EURT,Gesellschaft für Flugzeug- und Faserverbund Technologie,FFT Eurotrainer 2000,EURT
EVIC,Aircraft Investor Resources LLC,Epic Victory,EVIC
EVOP,Lancair International Inc,Lancair Evolution (Piston),EVOP
EVOT,Lancair International Inc,Lancair Evolution (Turbine),EVOT
EXPR,Wheeler Aircraft Company,Wheeler Express,EXPR
FA24,Fairchild Aircraft,Fairchild F-24 Argus,FA24
FALM,Miles Aircraft Ltd,Miles M.3 Falcon,FALM
FH11,Fairchild Hiller Corporation,Fairchild Hiller FH-1100,FH11
FJR3,Fajr Aviation and Composites Industry,Fajr F.3,FJR3
FL55,"Meteor SpA, Costruzione Aeronautiche",Meteor FL-55,FL55
FN33,Fratelli Nardi,Nardi FN-333 Riviera,FN33
FOXT,"Team Tango Division, DFL Holdings Inc",Team Tango Foxtrot-4,FOXT
G140,Grob Aircraft,Grob G-140TP,G140
G222,Alenia Aeronautica,Aeritalia G.222,G222
G850,Grob Aircraft,Grob G-850 Strato 2C,G850
GA7,Grumman American Aviation Corporation,Grumman American GA-7 Cougar,GA7
GEMI,Miles Aircraft Ltd,Miles M.65 Gemini,GEMI
GLSP,New GlaStar LLC,New Glastar Sportsman 2+2,GLSP
GY10,Avions Yves Gardan,Gardan GY-100 Bagheera,GY10
GY80,SOCATA (Société de Construction d'Avions de Tourisme et d'Af.),SOCATA GY-80 Horizon,GY80
H43A,Kaman Aerospace Corporation,Kaman HH-43 Huskie,H43A
H60,Sikorsky Aircraft Corporation,Sikorsky S-70,H60
HAW3,Groen Brothers Aviation Inc,Groen Hawk 3,HAW3
HR10,Avions Robin,Robin HR-100 Royal,HR10
HW4P,Groen Brothers Aviation Inc,Groen Hawk 4,HW4P
HW4T,Groen Brothers Aviation Inc,Groen Jet Hawk 4T,HW4T
JAB2,Jabiru Aircraft,Jabiru J160,JAB2
JAB4,Jabiru Aircraft,Jabiru J400,JAB4
JARO,Jackaroo Aircraft Ltd,Jackaroo Thruxton Jackaroo,JARO
JUPI,Lammer Geyer Aviation,Lammer Geyer Jupiter,JUPI
K250,Kestrel Aircraft Company,Kestrel K-250,K250
KA25,Kamov,Kamov Ka-25,KA25
KE3,The Boeing Company,Boeing KE-3,KE3
KH4,Kawasaki Heavy Industries Aerospace Company,Kawasaki KH-4,KH4
KIS4,Tri-R Technologies Inc,Tri-R KIS TR-4 Cruiser,KIS4
KZ4,Skandinavisk Aero Industri AS,SAI KZ-4,KZ4
KZ7,Skandinavisk Aero Industri AS,SAI KZ-7 Laerke,KZ7
L11,Luscombe Aircraft,Luscombe 11A Sedan,L11
L11E,Luscombe Aircraft,Luscombe 11E Spartan 185,L11E
L4,Samoletostroitel'naya Kompaniya Chaika OOO,Chaika L-4,L4
L40,Orlican Národní Podnik,Orlican L-40 Meta Sokol,L40
L60,Aero Vodochody,Aero L-60 Brigadyr,L60
LA4,Lake Aircraft Corporation,Lake LA-4 Buccaneer,LA4
LAMA,Aérospatiale,Aerospatiale SA315B Lama,LAMA
LARK,North American Rockwell Corporation,North American Rockwell 100 Lark Commander,LARK
LEOP,Chichester-Miles Consultants Ltd,Chichester-Miles Leopard,LEOP
LEVI,Tanapee Aviation Inc,Tapanee Levitation 4,LEVI
LNC4,Lancair International Inc,Lancair 4,LNC4
LNCE,Lancair International Inc,Lancair ES,LNCE
LNP4,Lancair International Inc,Lancair PropJet 4,LNP4
LW40,Howard Hughes Engineering,Hughes Australian Lightwing Speed SP-4000,LW40
M200,Aero Commander Inc,Aero Commander 200,M200
M20P,Mooney Airplane Company,Mooney M-20,M20P
M20T,Mooney Airplane Company,Mooney M-20M Bravo,M20T
M212,Lambert Aircraft Engineering,Lambert Mission 212,M212
M22,Mooney Airplane Company,Mooney M-22 Mustang,M22
M4,"Maule Air, Inc",Maule M-4,M4
M5,"Maule Air, Inc",Maule M-5,M5
M6,"Maule Air, Inc",Maule M-6 Super Rocket,M6
M7,"Maule Air, Inc",Maule M-7 / MX-7,M7
M7T,"Maule Air, Inc",Maule M-7-420,M7T
MCR4,Société Dyn'Aero,Dyn'Aero MCR4S,MCR4
MEL2,Peter Garrison,Garrison Melmoth 2,MEL2
MF10,AB Malmö Flygindustri,Malmo MFI-10 Vipan,MF10
MI14,Mil Moscow Helicopter Plant,Mil Mi-14,MI14
MI34,Mil Moscow Helicopter Plant,Mil Mi-34,MI34
MS76,Aéroplanes Morane-Saulnier,Morane-Saulnier MS.760 Paris,MS76
N110,Nord Aviation,Nord 1100 Noralpha,N110
NAVI,Ryan Aeronautical Company,Ryan L-17 Navion,NAVI
NIBB,Aviamilano Costruzione Aeronautiche,Aviamilano F-14 Nibbio,NIBB
OSCR,Partenavia Construzioni Aeronautiche,Partenavia P-66 Oscar,OSCR
P06T,Costruzioni Aeronautiche Tecnam,Tecnam P2006T,P06T
P149,Piaggio Aero Industries,Piaggio P.149,P149
P270,Avions Pottier,Pottier P-270 Amster,P270
P28A,"Piper Aircraft, Inc",Piper PA-28 Cherokee/Dakota/Arrow/Warrior,P28A
P28B,"Piper Aircraft, Inc",Piper PA-28-235 Cherokee,P28B
P28R,"Piper Aircraft, Inc",Piper PA-28R-201T Cherokee Arrow 3,P28S
P28S,"Piper Aircraft, Inc",Piper PA-28R-200 Cherokee Arrow,P28R
P28T,"Piper Aircraft, Inc",Piper PA-28RT-201 Arrow 4,P28T
P28U,"Piper Aircraft, Inc",Piper PA-28RT-201T Turbo Arrow 4,P28U
P57,Partenavia Construzioni Aeronautiche,Partenavia P-57 Fachiro,P57
PA14,"Piper Aircraft, Inc",Piper PA-14 Family Cruiser,PA14
PA16,"Piper Aircraft, Inc",Piper PA-16 Clipper,PA16
PA20,"Piper Aircraft, Inc",Piper PA-20 Pacer,PA20
PA22,"Piper Aircraft, Inc",Piper PA-22 Tri-Pacer,PA22
PA24,"Piper Aircraft, Inc",Piper PA-24 Comanche,PA24
PA30,"Piper Aircraft, Inc",Piper PA-30 / PA-39 Twin Comanche,PA30
PA44,"Piper Aircraft, Inc",Piper PA-44 Seminole,PA44
PAV4,Carter Aviation Technologies LLC,Carter PAV-4,PAV4
PICO,Progetti Costruzioni Aeronautiche SpA,Procaer F-15 Picchio,PICO
PIPA,Pipistrel d.o.o.,Pipistrel Panthera,PIPA
PIT4,Pipistrel d.o.o.,Pipistrel Taurus Electro G4,PIT4
PKAN,Walter Uetz Flugzeugbau,Uetz U-3M Pelikan,PKAN
PSW4,PZL Świdnik SA,PZL SW-4 Puszczyk,PSW4
PUP,Beagle Aircraft Limited,Beagle B.121 Pup,PUP
PUSH,Prescott Aeronautical Corporation,Prescott Pusher,PUSH
PZ01,PZL (Panstwowe Zaklady Lotnicze Warszawa-Okecie),PZL-101 Gawron,PZ01
PZ04,PZL (Panstwowe Zaklady Lotnicze Warszawa-Okecie),PZL-104 Wilga,PZ04
PZ4M,PZL (Panstwowe Zaklady Lotnicze Warszawa-Okecie),PZL-104M Wilga 2000,PZ4M
R100,Avions Robin,Robin R-1180 Aiglon,R100
R44,Robinson Helicopter Company,Robinson R44 Raven,R44
R90F,Ruschmeyer Luftfahrttechnik GmbH,Ruschmeyer R-90-230FG,R90F
R90R,Ruschmeyer Luftfahrttechnik GmbH,Ruschmeyer R-90-230RG,R90R
RALL,Aéroplanes Morane-Saulnier,Socata Rallye,RALL
RANG,Navion Aircraft Company,Ryan Navion Rangemaster,RANG
RAV5,SA Ravin Composite Aircraft Manufacturers,Ravin Ravin 500,RAV5
RC3,Republic Aviation Corporation,Republic RC-3 Seabee,RC3
RD03,Roland Duruble,Duruble RD-03 Edelweiss,RD03
RELI,Stinson Aircraft Corporation,Stinson Reliant,RELI
RK5,Rolandas Kalinauskas,Kalinauskas RK-5,RK5
RS18,Sportavia-Pützer GmbH u.Co.KG,Sportavia-Putzer RS-180 Sportsman,RS18
RUBI,Scintex-Aviation SA,Scintex ML-250 Rubis,RUBI
RV10,Van's Aircraft Inc,Van's RV-10,RV10
S05F,SIAI-Marchetti,SIAI-Marchetti S-205-18F,S05F
S05R,SIAI-Marchetti,SIAI-Marchetti S-205-18R,S05R
S108,Stinson Aircraft Corporation,Stinson 108,S108
S12,Spencer Amphibian Aircraft Inc,Spencer S-12 Air Car,S12
S208,SIAI-Marchetti,SIAI-Marchetti S-208,S208
S22T,Cirrus Aircraft,Cirrus SR-22 Turbo,S22T
S278,Iran Aircraft Manufacturing Industrial Company (HESA),HESA Shahed 278,S278
S2P,Grumman Aerospace Corporation,Grumman S-2 Tracker,S2P
S2T,Grumman Aerospace Corporation,Grumman S-2 Turbo Tracker,S2T
S3,Lockheed Corporation,Lockheed S-3 Viking,S3
S52,Sikorsky Aircraft Corporation,Sikorsky S-52,S52
SGUP,Aero Spacelines Inc,Aero Spacelines 377SGT Super Guppy,SGUP
SLG4,The Airplane Factory,The Airplane Factory Sling 4,SLG4
SQ2T,Glassic Composites LLC,Glassic SQ-2000,SQ2T
SR20,Cirrus Aircraft,Cirrus SR-20,SR20
SR22,Cirrus Aircraft,Cirrus SR-22,SR22
ST10,SOCATA (Société de Construction d'Avions de Tourisme et d'Af.),Socata ST-10 Diplomate,ST10
T160,Tupolev,Tupolev Tu-160,T160
T22M,Tupolev,Tupolev Tu-22M,T22M
TA16,Thurston Aircraft Corporation,Thurston TA-16 Trojan,TA16
TA20,Taylorcraft Aircraft,Taylorcraft 20 Topper,TA20
TAA1,Toyota Motor Corporation,Toyota TAA-1,TAA1
TAMP,SOCATA (Société de Construction d'Avions de Tourisme et d'Af.),Socata TB-9 Tampico GT,TAMP
TB20,SOCATA (Société de Construction d'Avions de Tourisme et d'Af.),Socata TB-20 Trinidad GT,TB20
TB21,SOCATA (Société de Construction d'Avions de Tourisme et d'Af.),Socata TB-21 Trinidad TC,TB21
TGRS,Lancair International Inc,Lancair Tigress,TGRS
TJET,Maverick Air Inc,Maverick TJ-1500 TwinJet,TJET
TNAV,Temco Aircraft Corporation,Temco D-16 Twin Navion,TNAV
TNDR,Dream Aircraft,Dream Tundra,TNDR
TOBA,SOCATA (Société de Construction d'Avions de Tourisme et d'Af.),Socata TB-10 Tobago GT / TB-200 XL GT,TOBA
TR1,Trident Aircraft Ltd,Trident TR-1 Trigull,TR1
TWEN,Costruzioni Aeronautiche Tecnam,Tecnam P2010 Twenty-Ten,TWEN
TWIR,Société Dyn'Aero,Dyn'Aero Twin-R,TWIR
ULPA,Ullmann Aircraft Company,Ullmann Panther,ULPA
UT60,UTVA Fabrika Aviona,Utva 60,UT60
UT66,UTVA Fabrika Aviona,Utva 66,UT66
V22,- see BELL and BOEING,Bell-Boeing V-22 Osprey,V22
VGUL,Percival Aircraft Ltd,Percival Vega Gull,VGUL
VO10,Aero Commander Inc,Aero Commander 100,VO10
VUT1,Evektor spol sro,Evektor-Aerotechnik VUT-100 Cobra,VUT1
WA50,Wassmer Aviation SA,Wassmer WA-51 Pacific,WA50
WACE,Waco Aircraft Company,Waco E (ARE/HRE/SRE) Aristocrat,WACE
WACN,Waco Aircraft Company,Waco N,WACN
WHIL,White Lightning Aircraft Corporation,White Lightning WLAC-1 White Lightning,WHIL
X4,Avions Robin,Robin X-4,X4
Y18T,Yak Aircraft Corporation,Yakovlev Yak-18T,Y18T
YK12,Yak Aircraft Corporation,Yakovlev Yak-12,YK12
Z22,Moravan Otrokovice,Zlín Z-22 Junak,Z22
Z43,Moravan Otrokovice,Zlín Z-43,Z43
CO3T3,Conroy Aircraft Corporation,Conroy Tri-Turbo-Three,DC3T
COT3,Conroy Aircraft Corporation,Conroy Turbo-Three,DC3T
EC135,The Boeing Company,Boeing EC-135,C135
OC135,The Boeing Company,Boeing OC-135B Open Skies,C135
PACSM,Pakistan Aeronautical Complex (PAC),PAC Super Mushshak,MF17
_AUS5_1,Taylorcraft Aeroplanes (England) Ltd,Taylorcraft Auster 5,AUS5
_AVAM_1,Light Aero Inc,Light Aero Avid Amphibian,AVAM
_B14A_1,Downer Aircraft Industries Inc,Downer Bellanca 14-7,B14A
_B14A_2,Northern Aircraft Inc,Northern Bellanca 14-7,B14A
_C30J_1,Lockheed Martin,Lockheed Martin KC-130J Hercules,C30J
_C30J_2,Lockheed Martin,Lockheed Martin KC-130,C30J
_CA3_1,Aerocomp Inc,CA-3 Comp Air 3,CA3
_CE22_1,Aircraft Repairing Company A-41,ARC-41 VNS-41,CE22
_CE22_2,Cong Ty Su'A Chu'A May Bay A-41,A-41 VNS-41,CE22
_CE22_3,Hydroplane Ltd,Hydroplane Che-22 Corvette,CE22
_CL2T_1,Canadair Ltd,Canadair CL-415 SuperScooper,CL2T
_CNBR_1,BAC (British Aircraft Corporation),BAC Canberra,CNBR
_CNBR_2,Short Brothers plc,Short Canberra,CNBR
_DR10_1,Société Aéronautique Normande,SAN DR-1050 Ambassadeur,DR10
_EN28_1,Wuhan Helicopter General Aviation Corporation,Wuhan 280,EN28
_F260_1,Alenia Aermacchi SpA,Aermacchi SF.260,F260
_F260_2,Turkish Aerospace Industries Inc,TAI SF.260,F260
_F26T_1,Air Force Research and Development Center,ARDC Layang,F26T
_F26T_2,Philippine Aerospace Development Corporation,PADC SF-260TP,F26T
_H12T_1,Soloy Conversions Ltd,Soloy Hiller UH-12,H12T
_IA51_1,Fabrica Militar de Aviones (FMA),Fma IA-51 Tehuelche,IA51
_IL28_1,Harbin Aircraft Manufacturing Corporation (HAMC),Harbin HZ-5,IL28
_J1_1,Taylorcraft Aeroplanes (England) Ltd,Taylorcraft J-1 Autocrat,J1
_L13_1,Longren Aircraft Company Inc,Longren L-13 Centaur,L13
_RODS_1,Aircraft Spruce & Specialty Company,Aircraft Spruce DR-107 One Design,RODS
_RODS_2,Rihn Aircraft Corporation,Rihn DR-107 One Design,RODS
_ROND_3,Aeronautica Lombardi,Lombardi F-4 Rondone,ROND
_ROND_4,Legnami Pasotti SpA,Pasotti F-7 Rondone 2,ROND
_SB91_1,Koninklijke Maatschappij De Schelde,De Schelde 91 Safir,SB91
_SWOR_1,Blackburn Aircraft,Blackburn Swordfish,SWOR
_TBM_1,Eastern Aircraft Division of General Motors Corporation,General Motors TBM Avenger,TBM
_TVLB_1,Bel-Aire Aviation,Bel-Aire 2000,TVLB
A002,Irkut Corporation,Irkut A-002,A002
A20,Douglas Aircraft Company,Douglas A-20 Havoc,A20
A3,Douglas Aircraft Company,Douglas A-3 Skywarrior,A3
AB11,Aero Boero SA,Aero Boero AB-115,AB11
AB15,Aero Boero SA,Aero Boero AB-150,AB15
AB18,Aero Boero SA,Aero Boero AB-180,AB18
AB95,Aero Boero SA,Aero Boero AB-95,AB95
ACAR,Auster Aircraft Ltd,Auster J/5 Autocar,ACAR
ADVE,Auster Aircraft Ltd,Auster J/5 Adventurer,ADVE
AEA1,American Eagle Aircraft Corporation,American Eagle A-1,AEA1
AIGT,Auster Aircraft Ltd,Auster J/5 Aiglet Trainer,AIGT
ALIZ,Breguet Aviation,Breguet BR.1050 Alizé,ALIZ
ALPI,Auster Aircraft Ltd,Auster J/5 Alpine,ALPI
AP24,Aeroprakt Firma,Aeroprakt A-24 Viking,AP24
APM3,Issoire Aviation SA,Issoire APM-30 Lion,APM3
AS02,Flug- und Fahrzeugwerke Altenrhein (FFA),FFA AS-202 Bravo,AS02
AS2T,Flug- und Fahrzeugwerke Altenrhein (FFA),FFA AS-202-32TP Turbine Bravo,AS2T
AU11,Beagle-Auster Ltd,Auster AOP.11,AU11
AUS3,Taylorcraft Aeroplanes (England) Ltd,Taylorcraft Auster 3,AUS3
AUS4,Taylorcraft Aeroplanes (England) Ltd,Taylorcraft Auster 4,AUS4
AUS5,Auster Aircraft Ltd,Auster 5,AUS5
AUS9,Auster Aircraft Ltd,Auster AOP.9,AUS9
AVAM,Avid Aircraft Inc,Avid Amphibian,AVAM
B14A,Bellanca Aircraft Corporation,Bellanca 14-7 Cruisair,B14A
B26,Douglas Aircraft Company,Douglas A-26 Invader,B26
BLEN,Bristol Aeroplane Company,Bristol Blenheim,BLEN
C135,The Boeing Company,Boeing C-135C Stratolifter,C135
CA3,Comp Air Inc,CA-3 Comp Air 3,CA3
CE22,Opytnyi Konstruktorskoye Byuro Chernov B & M OOO,Chernov Che-22 Corvette,CE22
CH30,Zenair Ltd,Zenair CH-300 Tri-Z,CH30
CL2T,Bombardier Inc,Bombardier 415 Superscooper,CL2T
CNBR,English Electric Aviation Ltd,English Electric Canberra,CNBR
D5,Beagle Aircraft Limited,Beagle A.113 Husky,D5
DH80,de Havilland Aircraft Company ,de Havilland DH.80 Puss Moth,DH80
DH85,de Havilland Aircraft Company ,de Havilland DH.85 Leopard Moth,DH85
DHC4,de Havilland Aircraft of Canada Ltd,de Havilland Canada DHC-4 Caribou,DHC4
DHC5,de Havilland Aircraft of Canada Ltd,de Havilland Canada DHC-5 Buffalo,DHC5
DR10,Centre Est Aéronautique,Centre Est DR.1050 Sicile,DR10
EN28,Enstrom Helicopter Corporation,Enstrom F-28,EN28
F260,SIAI-Marchetti,SIAI-Marchetti SF.260,F260
F26T,SIAI-Marchetti,SIAI-Marchetti SF-260TP,F26T
FL54,"Meteor SpA, Costruzione Aeronautiche",Meteor FL-54,FL54
FREE,CEI,CEI RC-412 Free Spirit,FREE
GANT,Fairey Aviation Company,Fairey Gannet,GANT
H12T,Hiller Aircraft,Hiller UH-12ET,H12T
H2,Kaman Aerospace Corporation,Kaman SH-2 Seasprite,H2
H43B,Kaman Aerospace Corporation,Kaman HH-43B Huskie,H43B
IA46,Dirección Nacional de Investigaciones y Fabricaciones Aer.,Dinfia IA-46 Ranquel,IA46
IA51,Dirección Nacional de Investigaciones y Fabricaciones Aer.,Dinfia IA-51 Tehuelche,IA51
IL28,Ilyushin Aviation Complex,Ilyushin IL-28,IL28
J1,Auster Aircraft Ltd,Auster J/1 Autocrat,J1
JD2,John W.Dyke,Dyke JD-2 Delta,JD2
K35E,The Boeing Company,Boeing KC-135 Stratotanker,K35E
K35R,The Boeing Company,Boeing KC-135R Stratotanker,K35R
KC2,Kawasaki Heavy Industries Aerospace Company,Kawasaki XC-2,KC2
L13,Convair,Stinson L-13,L13
L181,Associated Air,Associated Air Liberty 181,L181
LM7,Aeronautica Lombardi,Lombardi LM.7,LM7
LX34,ZAO Aviatsionny Firma Lilienthal,Lilienthal X-34 Bekas,LX34
M15,Polskie Zaklady Lotnicze Sp z oo,PZL-Mielec M-15 Belphegor,M15
OKHO,Aviatsionnyi Nauchno-Tekhnicheskiy Tsentr Aero-Astra,Aero-Astra Okhotnik,OKHO
OPCA,Edgley Aircraft Ltd,Edgley EA-7 Optica,OPCA
P230,Avions Pottier,Pottier P-230 Panda,P230
PA12,"Piper Aircraft, Inc",Piper PA-12 Super Cruiser,PA12
PCA2,Pitcairn-Cierva Autogiro Company,Pitcairn-Cierva PCA-2,PCA2
PREN,Percival Aircraft Ltd,Percival P-40 Prentice,PREN
PROC,Percival Aircraft Ltd,Percival P-28 Proctor,PROC
RBEL,Murphy Aircraft Manufacturing,Murphy Rebel,RBEL
RLU1,"Charles B.Roloff, Robert Liposky and Carl Unger",RLU-1 Breezy,RLU1
ROND,SAI Ambrosini,Ambrosini F-4 Rondone,ROND
S10,Stinson Aircraft Corporation,Stinson 10 Voyager,S10
S62,Sikorsky Aircraft Corporation,Sikorsky S-62,S62
S64,Sikorsky Aircraft Corporation,Sikorsky CH-54 Tarhe,S64
SB91,Saab AB,Saab 91 Safir,SB91
SEAT,Seawind Inc,Seawind Turbine Seawind,SEAT
SEAW,Seawind Inc,Seawind Seawind,SEAW
SH4,Silvercraft SpA,Silvercraft SH-4,SH4
SKIM,Colonial Aircraft Corporation,Colonial C-1 Skimmer,SKIM
SOKL,Tovarna Letadel Inz.J.Mráz,Mraz M-1 Sokol,SOKL
SPIR,Questair Inc,Questair Spirit,SPIR
SWOR,Fairey Aviation Company,Fairey Swordfish,SWOR
TBM,Grumman Aerospace Corporation,Grumman TBF Avenger,TBM
TU22,Tupolev,Tupolev Tu-22,TU22
TVL4,Travel Air Manufacturing Company Inc,Travel Air 4,TVL4
TVLB,Travel Air Manufacturing Company Inc,Travel Air B,TVLB
WAC9,Waco Aircraft Company,Waco 9,WAC9
WACG,Waco Aircraft Company,Waco G,WACG
WACO,Waco Aircraft Company,Waco 10,WACO
Y112,Yak Aircraft Corporation,Yakovlev Yak-112,Y112
BECT13,Beech Aircraft,Beechcraft CT-134 Musketeer,BE19
BSR66,The Boeing Company,Boeing-Sikorsky RAH-66 Comanche,H64
CEO2,Cessna Aircraft Company,Cessna O-2 Skymaster,C337
CL120,Bushcaddy Aircraft Canada,BushCaddy R-120,CAD2
D6SL,The Airplane Factory,The Airplane Factory D-6 Sling,D6SL
F15E,McDonnell Douglas,McDonnell Douglas F-15E Strike Eagle,F15
F15S,The Boeing Company,Boeing F-15SE Silent Eagle,F15
RB57D,Glenn L. Martin Company,Martin RB-57D Canberra,WB57
RB57F,Glenn L. Martin Company,Martin/General Dynamics RB-57F Canberra,WB57
T45,McDonnell Douglas,McDonnell Douglas T-45 Goshawk,HAWK
_A129_1,Turkish Aerospace Industries Inc,TAI T-129,A129
_A3ST_1,Special Aircraft Transport International Company,Satic A-300ST Super Transporter,A3ST
_AA1_2,Gulfstream American Corporation,Gulfstream American AA-1 Lynx,AA1
_AA1_3,American Aviation Corporation,American Aviation AA-1 Trainer,AA1
